1	1089	4
1	1097	3
1	1104	4
1	1172	4
1	1196	4
1	1198	4
1	1208	4
1	1210	3
1	1212	5
1	1221	4
1	1228	4
1	1231	4
1	1237	5
1	1240	3
1	1250	4
1	1254	4
1	1259	3
1	1270	3
1	1300	4
1	1354	4
1	1392	4
1	1449	4
1	1617	4
1	1635	4
1	1649	4
1	1704	3
1	1929	4
1	1965	4
1	2019	5
1	2022	4
1	2100	3
1	2134	2
1	2300	4
1	2349	3
1	235	4
1	2384	3
1	2463	3
1	247	4
1	2571	3
1	2575	4
1	260	4
1	2624	4
1	2664	4
1	2725	4
1	2728	4
1	2762	4
1	2794	2
1	2852	3
1	2863	4
1	2917	4
1	296	4
1	2997	5
1	3067	4
1	3097	4
1	32	4
1	3262	3
1	3421	3
1	3424	4
1	348	4
1	3547	4
1	373	4
1	3751	4
1	448	4
1	535	4
1	541	4
1	549	4
1	608	5
1	904	5
1	913	4
10	1097	4
10	1240	4
10	1270	4
10	1275	4
10	1376	4
10	150	4
10	2716	4
10	2804	4
10	32	3
10	364	4
100	1563	4
100	1617	4
100	2186	4
100	2493	4
100	293	4
100	589	4
100	928	4
100	931	4
1000	1079	4
1000	1081	4
1000	1198	5
1000	1199	4
1000	1231	5
1000	1246	5
1000	1258	4
1000	1270	5
1000	1291	5
1000	1302	5
1000	1358	5
1000	1374	4
1000	1394	4
1000	1587	4
1000	1625	4
1000	1961	5
1000	1994	4
1000	2194	5
1000	2288	4
1000	2369	3
1000	253	4
1000	2605	4
1000	2716	4
1000	2739	5
1000	2762	5
1000	2795	4
1000	2891	4
1000	2915	4
1000	3033	4
1000	3176	4
1000	3494	4
1000	3591	4
1000	3602	4
1000	3684	4
1000	541	4
1001	1128	4
1001	160	3
1001	1917	4
1001	1924	3
1001	1992	3
1001	1997	4
1001	2097	4
1001	2571	5
1001	2644	4
1001	2654	4
1001	2699	4
1001	2710	3
1001	2747	4
1001	2808	3
1001	2992	3
1001	3704	4
1001	780	4
1002	1004	1
1002	1034	3
1002	1084	3
1002	1200	3
1002	1234	3
1002	1248	4
1002	1249	3
1002	1289	3
1002	1355	1
1002	1480	2
1002	1515	1
1002	1544	2
1002	1645	2
1002	165	2
1002	1653	3
1002	1717	2
1002	1824	3
1002	1892	2
1002	1909	2
1002	2009	2
1002	2110	2
1002	2126	2
1002	2160	3
1002	2209	3
1002	2219	4
1002	2326	2
1002	2344	2
1002	240	2
1002	2540	2
1002	2550	2
1002	2576	2
1002	259	1
1002	2763	2
1002	2764	2
1002	280	3
1002	2827	1
1002	2841	2
1002	2967	2
1002	2983	3
1002	2995	1
1002	2996	2
1002	3044	3
1002	3063	2
1002	3102	2
1002	3113	1
1002	3125	2
1002	3163	3
1002	3175	3
1002	3249	2
1002	3257	1
1002	3266	3
1002	3281	4
1002	338	2
1002	3394	1
1002	3457	2
1002	3476	3
1002	3484	1
1002	350	2
1002	3546	3
1002	3554	2
1002	3555	3
1002	3565	2
1002	3566	3
1002	3646	2
1002	3677	4
1002	3706	2
1002	3735	3
1002	3741	3
1002	3764	1
1002	436	2
1002	498	1
1002	554	1
1002	627	3
1002	659	3
1002	736	2
1002	782	1
1002	79	1
1002	89	2
1002	933	3
1002	99	2
1003	1	4
1003	1036	4
1003	1056	3
1003	1079	4
1003	1084	4
1003	1097	4
1003	1198	4
1003	1199	4
1003	1212	5
1003	1221	4
1003	1224	4
1003	1244	4
1003	1252	5
1003	1258	4
1003	1278	4
1003	1387	4
1003	1473	3
1003	2132	4
1003	262	4
1003	2761	4
1003	2797	4
1003	2859	4
1003	2908	4
1003	293	4
1003	2968	4
1003	3068	4
1003	307	4
1003	3093	4
1003	3094	3
1003	3114	5
1003	3300	3
1003	3302	3
1003	343	2
1003	3454	2
1003	3504	4
1003	3510	3
1003	3535	3
1003	3536	3
1003	3594	3
1003	3606	4
1003	3717	2
1003	3755	3
1003	50	4
1003	685	3
1003	858	5
1003	896	3
1003	936	4
1004	1	4
1004	1097	4
1004	1179	4
1004	1280	4
1004	1307	4
1004	1393	4
1004	1641	4
1004	1688	4
1004	2028	4
1004	2100	4
1004	2105	3
1004	2605	3
1004	2622	4
1004	2724	3
1004	2763	4
1004	2797	4
1004	2858	4
1004	2916	4
1004	3101	4
1004	3114	4
1004	3148	4
1004	3163	4
1004	3684	4
1004	574	4
1004	588	4
1004	898	5
1005	1513	3
1005	2147	3
1005	24	3
1005	2568	2
1005	2718	3
1005	2827	2
1005	2828	2
1005	2842	3
1005	2901	3
1005	3384	4
1005	913	4
1005	920	4
1006	1200	4
1006	1240	4
1006	1270	5
1006	1275	4
1006	1285	4
1006	1373	4
1006	1375	4
1006	1380	4
1006	1381	3
1006	1396	4
1006	1500	4
1006	153	3
1006	1608	4
1006	186	3
1006	1888	4
1006	2002	4
1006	2078	4
1006	21	4
1006	2108	4
1006	2302	4
1006	2378	3
1006	2381	3
1006	2393	4
1006	2457	4
1006	2491	3
1006	2528	3
1006	2558	3
1006	256	3
1006	2640	4
1006	2643	3
1006	2690	4
1006	2736	4
1006	2752	4
1006	2762	5
1006	2795	4
1006	2796	3
1006	2797	4
1006	32	4
1006	3255	4
1006	3264	3
1006	351	4
1006	3524	4
1006	3623	4
1006	3671	4
1006	368	4
1006	457	4
1006	474	4
1006	539	5
1006	552	4
1006	648	4
1006	7	4
1006	955	5
1007	1049	4
1007	1136	4
1007	1203	5
1007	1219	4
1007	1220	4
1007	1267	4
1007	1276	4
1007	1296	4
1007	1299	4
1007	1573	3
1007	1591	3
1007	1754	4
1007	2287	4
1007	2366	4
1007	2370	4
1007	2406	4
1007	2427	3
1007	2565	4
1007	2640	4
1007	2827	3
1007	2949	4
1007	3196	4
1007	3930	3
1007	3933	3
1007	50	5
1007	592	4
1007	608	4
1007	733	4
1007	750	4
1007	910	4
1007	916	5
1008	1269	5
1008	2302	4
1008	2359	4
1008	2396	5
1008	2565	5
1008	3097	5
1008	830	4
1008	906	5
1008	919	5
1008	926	5
1009	1	4
1009	1079	4
1009	1089	4
1009	1220	4
1009	1235	4
1009	1265	4
1009	1270	4
1009	1500	4
1009	1639	4
1009	1777	4
1009	2011	3
1009	2378	3
1009	2396	4
1009	2463	4
1009	2709	3
1009	2791	5
1009	3039	4
1009	3114	4
1009	3253	4
1009	3273	3
1009	3398	4
1009	3429	4
1009	3526	4
1009	3581	3
1009	3751	4
1009	441	4
1009	837	4
101	1552	3
101	1961	4
101	2546	4
101	2683	3
101	2826	3
101	2961	3
101	3005	4
1010	1059	4
1010	1172	5
1010	1183	4
1010	1230	5
1010	1278	5
1010	1358	5
1010	1496	4
1010	1684	5
1010	1888	3
1010	1968	4
1010	2396	4
1010	2671	4
1010	2890	4
1010	3108	4
1010	3528	4
1010	58	5
1011	2	3
1011	223	4
1011	2706	4
1011	2770	3
1011	437	3
1012	1120	3
1012	1265	4
1012	1343	4
1012	1466	4
1012	1589	3
1012	1653	4
1012	1707	2
1012	1721	4
1012	1777	4
1012	21	3
1012	2108	3
1012	2268	4
1012	2294	3
1012	230	3
1012	2353	4
1012	2396	4
1012	2425	4
1012	291	2
1012	2959	4
1012	3114	4
1012	3176	3
1012	3213	3
1012	3255	3
1012	3256	4
1012	3261	3
1012	3263	3
1012	349	4
1012	357	3
1012	383	4
1012	431	4
1012	448	3
1012	590	4
1012	597	4
1013	1288	4
1013	2081	3
1013	3052	3
1013	3159	4
1013	745	4
1014	1246	4
1014	1805	3
1014	223	4
1015	1008	3
1015	1017	4
1015	1022	4
1015	1073	4
1015	1080	3
1015	1088	3
1015	1128	2
1015	1135	3
1015	1196	5
1015	1203	4
1015	1226	4
1015	1231	4
1015	1240	4
1015	1242	4
1015	1253	4
1015	1267	4
1015	1272	4
1015	1275	3
1015	1278	4
1015	1288	4
1015	1301	4
1015	1302	4
1015	1382	2
1015	1422	3
1015	1425	3
1015	1474	2
1015	1513	2
1015	1517	3
1015	1566	3
1015	1573	3
1015	1592	2
1015	1609	2
1015	1610	4
1015	1619	3
1015	1676	2
1015	1690	2
1015	172	2
1015	1729	3
1015	173	1
1015	1792	3
1015	1833	2
1015	1837	2
1015	1949	4
1015	1952	4
1015	1953	4
1015	1955	3
1015	1959	3
1015	2000	4
1015	2005	3
1015	2016	2
1015	2020	4
1015	2028	4
1015	2051	2
1015	2052	2
1015	2053	2
1015	2077	3
1015	2080	4
1015	2100	3
1015	2115	4
1015	2116	3
1015	2120	2
1015	2124	2
1015	2133	2
1015	2147	2
1015	2186	4
1015	2273	3
1015	2288	4
1015	2294	3
1015	2302	4
1015	231	3
1015	2311	3
1015	2322	2
1015	2340	3
1015	2346	3
1015	2355	4
1015	2369	2
1015	2372	2
1015	2384	3
1015	2394	3
1015	2395	3
1015	2427	2
1015	2485	2
1015	2490	3
1015	2502	3
1015	2527	3
1015	2532	2
1015	2533	3
1015	2546	2
1015	2558	2
1015	2581	3
1015	2599	3
1015	2701	1
1015	2702	2
1015	2723	2
1015	2735	2
1015	2762	4
1015	2798	1
1015	2858	3
1015	2872	4
1015	2908	3
1015	291	2
1015	2922	3
1015	2944	4
1015	2986	2
1015	2997	3
1015	3004	2
1015	3015	3
1015	303	2
1015	3032	3
1015	3033	3
1015	3053	2
1015	3054	2
1015	3072	3
1015	3095	4
1015	3147	4
1015	316	3
1015	3169	3
1015	3186	3
1015	3197	3
1015	3203	3
1015	3210	4
1015	3252	3
1015	3268	2
1015	3386	3
1015	3421	4
1015	3430	3
1015	3450	3
1015	3456	4
1015	3483	3
1015	3505	4
1015	3507	4
1015	351	3
1015	3527	3
1015	355	2
1015	3552	4
1015	3608	3
1015	364	4
1015	3659	3
1015	3704	3
1015	3708	2
1015	3715	2
1015	3752	2
1015	376	3
1015	3768	2
1015	379	2
1015	434	3
1015	457	4
1015	473	2
1015	479	2
1015	485	2
1015	50	4
1015	500	3
1015	542	2
1015	552	3
1015	586	3
1015	595	4
1015	695	3
1015	733	3
1015	743	2
1015	780	3
1015	788	2
1015	858	5
1015	908	4
1015	913	4
1015	954	4
1016	1073	4
1016	1080	4
1016	110	4
1016	111	4
1016	1198	5
1016	1218	4
1016	1247	4
1016	1266	4
1016	1273	4
1016	1284	4
1016	1394	4
1016	1945	4
1016	1953	4
1016	2282	4
1016	2303	4
1016	2329	4
1016	2333	4
1016	2360	4
1016	2361	3
1016	2366	4
1016	3362	4
1016	3364	4
1016	3396	4
1016	3629	4
1016	3681	4
1016	3703	4
1016	3728	4
1016	441	4
1016	446	4
1016	47	4
1016	527	4
1016	923	5
1016	924	4
1017	1207	4
1017	1210	4
1017	1230	4
1017	2108	4
1017	2937	4
1017	3037	4
1017	3396	4
1017	3435	4
1017	3606	4
1017	3751	4
1017	728	4
1017	899	4
1017	907	4
1017	919	4
1018	1250	4
1018	1321	4
1018	1517	3
1018	1552	2
1018	2096	4
1018	2102	4
1018	2135	3
1018	2303	4
1018	2407	3
1018	2423	3
1018	2532	3
1018	2628	3
1018	2908	4
1018	2959	4
1018	2971	4
1018	2995	2
1018	3006	4
1018	3157	3
1018	3183	4
1018	3578	4
1018	3701	3
1018	3708	3
1018	3710	2
1018	3713	4
1018	3724	4
1018	3725	3
1018	3727	4
1018	3732	3
1018	3733	4
1018	3740	3
1018	3742	4
1018	3791	3
1018	588	4
1018	595	4
1019	1240	4
1019	2421	3
1019	2872	4
1019	3764	3
1019	3791	4
102	1084	4
102	1104	4
102	1197	4
102	1234	4
102	1235	4
102	1244	4
102	1252	4
102	1610	4
102	1704	4
102	2070	4
102	2132	4
102	260	4
102	2804	4
102	296	4
102	3069	4
102	3072	4
102	3147	4
102	3360	4
102	3396	4
102	3504	4
102	457	4
102	490	3
102	50	5
102	593	4
102	904	4
102	918	4
1020	1019	4
1020	111	5
1020	1127	3
1020	1198	4
1020	1208	4
1020	1240	4
1020	1262	4
1020	1270	3
1020	1276	4
1020	1298	4
1020	1373	2
1020	1544	2
1020	1779	2
1020	1939	4
1020	2058	3
1020	2161	3
1020	2209	4
1020	2346	3
1020	2365	3
1020	2525	3
1020	2529	3
1020	2532	3
1020	2640	3
1020	2660	4
1020	2668	2
1020	2872	4
1020	2986	2
1020	3447	4
1020	3489	2
1020	350	3
1020	356	3
1020	3723	4
1020	3742	4
1020	923	5
1020	931	4
1020	969	4
1021	1031	4
1021	1196	5
1021	1210	4
1021	1219	5
1021	1275	4
1021	1287	4
1021	1291	4
1021	1339	4
1021	1373	3
1021	208	3
1021	2193	4
1021	2450	2
1021	2641	4
1021	2746	4
1021	2987	4
1021	426	4
1021	592	4
1021	941	4
1022	1086	3
1022	1198	4
1022	1199	4
1022	1203	4
1022	1210	3
1022	1225	4
1022	1238	3
1022	1247	4
1022	1333	3
1022	1374	3
1022	1610	3
1022	1957	3
1022	2006	3
1022	2010	3
1022	2028	4
1022	2194	3
1022	2406	3
1022	2427	3
1022	2454	3
1022	2571	4
1022	2628	3
1022	2644	3
1022	2729	4
1022	2745	4
1022	2858	4
1022	2890	3
1022	2921	3
1022	2993	3
1022	3082	2
1022	3098	3
1022	3163	3
1022	3366	3
1022	3421	3
1022	3729	3
1022	541	4
1022	750	4
1022	913	4
1022	923	4
1022	924	4
1023	111	4
1023	1204	5
1023	1221	4
1023	1256	4
1023	1263	4
1023	1299	4
1023	1302	4
1023	1304	4
1023	1515	3
1023	1674	4
1023	1682	4
1023	1829	4
1023	1953	4
1023	21	4
1023	2268	4
1023	2396	4
1023	2612	4
1023	265	4
1023	2728	4
1023	2764	4
1023	296	4
1023	3098	4
1023	3167	4
1023	3200	4
1023	3201	4
1023	3260	4
1023	3363	4
1023	3379	4
1023	3418	4
1023	3435	4
1023	3654	4
1023	3685	4
1023	3788	4
1023	509	4
1023	589	4
1023	590	4
1023	858	5
1023	923	4
1023	948	4
1023	950	4
1023	953	4
1023	954	4
1023	973	4
1024	1198	4
1024	1222	4
1024	3471	4
1024	858	5
1025	1093	2
1025	1095	3
1025	1393	3
1025	1465	3
1025	150	3
1025	1693	3
1025	1810	3
1025	1829	2
1025	2268	3
1025	2289	3
1025	2291	3
1025	26	2
